station,suburb,fuel_type,price
Kiah General Store,KIAH,U91,199.9
Koorindah Fuel Station,TANILBA BAY,DL,229.5
Koorindah Fuel Station,TANILBA BAY,P98,212.5
Koorindah Fuel Station,TANILBA BAY,U91,191.5
Kulnura General Store,KULNURA,DL,227.9
Kulnura General Store,KULNURA,P98,204.9
Kulnura General Store,KULNURA,U91,189.9
LIBERTY BOGGABILLA,BOGGABILLA,DL,225.5
LIBERTY BOGGABILLA,BOGGABILLA,E10,185.5
LIBERTY BOGGABILLA,BOGGABILLA,P98,212.5
LIBERTY BOGGABILLA,BOGGABILLA,U91,189.5
LOCAL SERVO TABULAM,TABULAM,DL,239.9
LOCAL SERVO TABULAM,TABULAM,P95,219.9
LOCAL SERVO TABULAM,TABULAM,P98,228.9
LOCAL SERVO TABULAM,TABULAM,U91,198.9
LOWES NORTH STAR OPT,NORTH STAR,DL,239.9
LOWES NORTH STAR OPT,NORTH STAR,U91,202.9
LakeMac Petroleum,FENNELL BAY,E10,191.9
LakeMac Petroleum,FENNELL BAY,P95,207.9
LakeMac Petroleum,FENNELL BAY,U91,193.9
Lawrence General & Liquor Store,LAWRENCE,DL,248.9
Lawrence General & Liquor Store,LAWRENCE,U91,209.9
Legume Store,LEGUME,DL,225
Legume Store,LEGUME,U91,192
Liberty Albert,Albert,DL,239.9
Liberty Albert,Albert,P95,215.9
Liberty Alstonville,Alstonville,DL,248.9
Liberty Alstonville,Alstonville,P95,211.9
Liberty Alstonville,Alstonville,U91,199.9
"Liberty Armidale, North Hill",ARMIDALE,DL,239.9
"Liberty Armidale, North Hill",ARMIDALE,P95,217.9
"Liberty Armidale, North Hill",ARMIDALE,P98,226.9
"Liberty Armidale, North Hill",ARMIDALE,U91,199.9
Liberty Bangalow,BANGALOW,DL,245.9
Liberty Bangalow,BANGALOW,P98,223.9
Liberty Bangalow,BANGALOW,U91,203.9
Liberty Bingara Cafe,BINGARA,DL,241.9
Liberty Bingara Cafe,BINGARA,P98,223.9
Liberty Bingara Cafe,BINGARA,U91,201.9
Liberty Boambee,Boambee,DL,245.9
Liberty Boambee,Boambee,P95,214.9
Liberty Boambee,Boambee,U91,202.9
Liberty Bourke,BOURKE,DL,237.9
Liberty Bourke,BOURKE,P95,212.9
Liberty Bourke,BOURKE,U91,197.9
Liberty Broadwater,BROADWATER,DL,237.9
Liberty Broadwater,BROADWATER,P95,205.9
Liberty Broadwater,BROADWATER,U91,195.9
Liberty Brocklehurst,BROCKLEHURST,DL,235.5
Liberty Brocklehurst,BROCKLEHURST,E10,189.5
Liberty Brocklehurst,BROCKLEHURST,P95,209.5
Liberty Brocklehurst,BROCKLEHURST,P98,217.5
Liberty Brocklehurst,BROCKLEHURST,U91,194.5
Liberty Byron Bay,Byron Bay,DL,236.9
Liberty Byron Bay,Byron Bay,P98,214.9
Liberty Byron Bay,Byron Bay,U91,199.9
Liberty Casino,Casino,DL,243.9
Liberty Casino,Casino,P98,219.9
Liberty Casino,Casino,U91,197.9
Liberty Coffs Harbour,COFFS HARBOUR,DL,242.9
Liberty Coffs Harbour,COFFS HARBOUR,P95,216.9
Liberty Coffs Harbour,COFFS HARBOUR,P98,224.9
Liberty Coffs Harbour,COFFS HARBOUR,U91,200.9
Liberty Coonabarbran,COONABARABRAN,DL,235.9
Liberty Coonabarbran,COONABARABRAN,P95,210.9
Liberty Coonabarbran,COONABARABRAN,U91,195.9
Liberty Cullendulla,BENANDARAH,DL,235.9
Liberty Cullendulla,BENANDARAH,P98,236.9
Liberty Cullendulla,BENANDARAH,U91,196.5
Liberty Doonside,Doonside,DL,237.9
Liberty Doonside,Doonside,E10,189.9
Liberty Doonside,Doonside,P98,218.9
Liberty Doonside,Doonside,U91,191.9
Liberty Evans Head,EVANS HEAD,DL,239.9
Liberty Evans Head,EVANS HEAD,P98,219.9
Liberty Evans Head,EVANS HEAD,U91,199.9
Liberty Foodmart,LISMORE,DL,243.9
Liberty Foodmart,LISMORE,P95,212.9
Liberty Foodmart,LISMORE,P98,222.9
Liberty Foodmart,LISMORE,U91,202.9
Liberty Girraween,Girraween,DL,230.9
Liberty Girraween,Girraween,E10,187.9
Liberty Girraween,Girraween,P95,203.9
Liberty Girraween,Girraween,P98,213.9
Liberty Girraween,Girraween,U91,188.9
Liberty Gladstone,Gladstone,DL,239.9
Liberty Gladstone,Gladstone,P95,214.9
Liberty Gladstone,Gladstone,U91,194.9
Liberty Gurley,GURLEY,DL,229.5
Liberty Gurley,GURLEY,E10,185.5
Liberty Gurley,GURLEY,P98,212.5
Liberty Gurley,GURLEY,U91,189.5
Liberty Lismore,Lismore,DL,243.9
Liberty Lismore,Lismore,P98,229.9
Liberty Lismore,Lismore,U91,202.9
Liberty Moorland,Moorland,DL,239.9
Liberty Moorland,Moorland,P95,207.9
Liberty Moorland,Moorland,U91,195.9
Liberty Moruya,MORUYA,DL,229.9
Liberty Moruya,MORUYA,E10,185.9
Liberty Moruya,MORUYA,P95,204.9
Liberty Moruya,MORUYA,P98,212.9
Liberty Moruya,MORUYA,U91,189.9
Liberty Mullumbimby,Mullumbimby,DL,245.9
Liberty Mullumbimby,Mullumbimby,P98,223.9
Liberty Mullumbimby,Mullumbimby,U91,203.9
Liberty Narrandera,NARRANDERA,DL,240.9
Liberty Narrandera,NARRANDERA,E10,202.9
Liberty Narrandera,NARRANDERA,P98,229.9
Liberty Narrandera,NARRANDERA,U91,204.9
Liberty Narromine,NARROMINE,DL,229.9
Liberty Narromine,NARROMINE,E10,177.9
Liberty Narromine,NARROMINE,P98,204.9
Liberty Narromine,NARROMINE,U91,181.9
Liberty Oil Griffith,GRIFFITH,DL,233.5
Liberty Oil Griffith,GRIFFITH,E10,185.9
Liberty Oil Griffith,GRIFFITH,P95,204.9
Liberty Oil Griffith,GRIFFITH,P98,212.9
Liberty Oil Griffith,GRIFFITH,U91,189.9
Liberty South Lismore,South Lismore,DL,243.9
Liberty South Lismore,South Lismore,U91,202.9
Liberty South West Rocks,SOUTH WEST ROCKS,DL,239.9
Liberty South West Rocks,SOUTH WEST ROCKS,P95,207.9
Liberty South West Rocks,SOUTH WEST ROCKS,U91,194.9
Liberty Tenterfield,TENTERFIELD,DL,239.9
Liberty Tenterfield,TENTERFIELD,P95,205.9
Liberty Tenterfield,TENTERFIELD,P98,215.9
Liberty Tenterfield,TENTERFIELD,U91,195.9
Liberty Wingham,WINGHAM,DL,234.9
Liberty Wingham,WINGHAM,P95,217.9
Liberty Wingham,WINGHAM,U91,195.9
Linmac Co Pty Ltd,WALCHA,DL,241
Little Servo Clunes (Afterhours Self- Serve),CLUNES,DL,246.9
Little Servo Clunes (Afterhours Self- Serve),CLUNES,P95,214.9
Little Servo Clunes (Afterhours Self- Serve),CLUNES,U91,202.9
Llangothlin Service Station,LLANGOTHLIN,DL,238.9
Llangothlin Service Station,LLANGOTHLIN,P95,208
Llangothlin Service Station,LLANGOTHLIN,U91,197.8
Locals Servo,MURRURUNDI,DL,229.5
Locals Servo,MURRURUNDI,P95,203.5
Locals Servo,MURRURUNDI,U91,189.5
Logan & Hitchens,GANMAIN,DL,227.1
Logan & Hitchens,GANMAIN,P98,208.9
Logan & Hitchens,GANMAIN,U91,183.8
Long flat store,LONG FLAT,DL,255.9
Long flat store,LONG FLAT,P95,225.9
Lowes Armidale,Armidale,E10,200.9
Lowes Armidale,Armidale,P98,226.9
Lowes Armidale,Armidale,U91,202.9
Lowes BP Goolgowi,GOOLGOWI,U91,208.9
Lowes Bellata,Bellata,DL,237.9
Lowes Bellata,Bellata,E10,193.9
Lowes Bellata,Bellata,P98,217.9
Lowes Boggabilla,BOGGABILLA,DL,236.9
Lowes Boggabilla,BOGGABILLA,U91,194.9
Lowes Coleambally,Coleambally,DL,235.9
Lowes Coolah,Coolah,DL,233.9
Lowes Cooma,Cooma,DL,235.9
Lowes Cooma,Cooma,P98,221.9
Lowes Cooma,Cooma,U91,197.9
Lowes Eugowra,Eugowra,DL,241.9
Lowes Eugowra,Eugowra,U91,205.9
Lowes Forbes,Forbes,DL,236.9
Lowes Griffith,GRIFFITH,DL,241.9
Lowes Griffith,GRIFFITH,E10,203.9
Lowes Griffith,GRIFFITH,P98,227.9
Lowes Griffith,GRIFFITH,U91,205.9
Lowes Gulgong,Gulgong,DL,236.9
Lowes Gulgong,Gulgong,P95,214.9
Lowes Gulgong,Gulgong,U91,199.9
Lowes Gunnedah,Gunnedah,E10,197.9
Lowes Gunnedah,Gunnedah,P98,221.9
Lowes Gunnedah,Gunnedah,U91,199.9
Lowes Hillston,Hillston,DL,245.9
Lowes Hillston,Hillston,P98,229.9
Lowes Hillston,Hillston,U91,207.9
Lowes Inverell,Inverell,DL,235.9
Lowes Inverell,Inverell,P98,218.9
Lowes Inverell,Inverell,U91,196.9
Lowes Moree,Moree,E10,203.9
Lowes Moree,Moree,P98,227.9
Lowes Mount Thorley,Mount Thorley,DL,235.9
Lowes Mulwala,Mulwala,DL,249.9
Lowes Mulwala,Mulwala,P98,236.9
Lowes Mulwala,Mulwala,U91,209.9
Lowes Newcastle,NEWCASTLE,DL,244.9
Lowes Newcastle,NEWCASTLE,E10,196.9
Lowes Newcastle,NEWCASTLE,P98,220.9
Lowes Orange(Unmanned),ORANGE,DL,238.9
Lowes Orange(Unmanned),ORANGE,E10,198.9
Lowes Orange(Unmanned),ORANGE,P95,213.9
Lowes Petroleum Gunnedah OPT,GUNNEDAH,DL,235.9
Lowes Petroleum Service,ARMIDALE,DL,237.9
Lowes Petroleum Service,GARAH,DL,239.9
Lowes Petroleum Service,GARAH,U91,202.9
Lowes Petroleum Service,WILCANNIA,DL,239.9
Lowes Petroleum Service,WILCANNIA,P98,234.9
Lowes Petroleum Service,WILCANNIA,U91,214.9
Lowes Tamworth,Tamworth,DL,235.9
Lowes Tamworth,Tamworth,U91,193.9
MATEX FUEL MATRAVILLE,Matraville,E10,191.5
MATEX FUEL MATRAVILLE,Matraville,P95,209.5
MATEX FUEL MATRAVILLE,Matraville,P98,216.5
MATEX FUEL MATRAVILLE,Matraville,U91,192.5
MEDCO INVERELL,INVERELL,DL,238.5
MEDCO INVERELL,INVERELL,E10,196.5
MEDCO INVERELL,INVERELL,P95,216.5
MEDCO INVERELL,INVERELL,P98,220.5
MEDCO INVERELL,INVERELL,U91,198.5
MEDCO PETROLEUM ROSELANDS,ROSELANDS,DL,230.5
MEDCO PETROLEUM ROSELANDS,ROSELANDS,E10,184.7
MEDCO PETROLEUM ROSELANDS,ROSELANDS,P95,202.7
MEDCO PETROLEUM ROSELANDS,ROSELANDS,P98,208.7
MEDCO PETROLEUM ROSELANDS,ROSELANDS,U91,186.7
METCO Albury,ALBURY,DL,223.5
METCO Albury,ALBURY,E10,177.5
METCO Albury,ALBURY,P98,199.5
METCO Albury,ALBURY,U91,179.5
METCO PETROLEUM,SINGLETON,DL,235.5
METCO PETROLEUM,SINGLETON,P98,212.9
METCO PETROLEUM,SINGLETON,U91,192.9
METRO FUEL KILLARNEY HEIGHTS,FORESTVILLE,E10,184.4
METRO FUEL KILLARNEY HEIGHTS,FORESTVILLE,P98,210.5
METRO FUEL KILLARNEY HEIGHTS,FORESTVILLE,U91,186.5
METRO FYSHWICK WHYALLA,Fyshwick,E10,195.9
METRO FYSHWICK WHYALLA,Fyshwick,P98,223.9
METRO FYSHWICK WHYALLA,Fyshwick,U91,197.9
METRO HEDDON GRETA,HEDDON GRETA,E10,196.9
METRO HEDDON GRETA,HEDDON GRETA,U91,198.9
METRO MORISSET PARK,MORISSET PARK,E10,190.9
METRO MORISSET PARK,MORISSET PARK,P95,205.9
METRO MORISSET PARK,MORISSET PARK,U91,192.9
METRO OURIMBAH SOUTH,OURIMBAH,DL,239.9
METRO OURIMBAH SOUTH,OURIMBAH,P98,223.9
METRO OURIMBAH SOUTH,OURIMBAH,U91,194.9
METRO PETROLEUM (HABERFIELD),HABERFIELD,E10,182.5
METRO PETROLEUM (HABERFIELD),HABERFIELD,P98,208.5
METRO PETROLEUM (HABERFIELD),HABERFIELD,U91,184.5
METRO PETROLEUM BALLINA,BALLINA,E10,185.5
METRO PETROLEUM BALLINA,BALLINA,P95,199.5
METRO PETROLEUM BALLINA,BALLINA,P98,209.5
METRO PETROLEUM BALLINA,BALLINA,U91,187.5
METRO PETROLEUM BELMONT,BELMONT,E10,186.5
METRO PETROLEUM BELMONT,BELMONT,P98,208.5
METRO PETROLEUM BELMONT,BELMONT,U91,188.5
METRO PETROLEUM BLACKTOWN FLUSHCOMBE,BLACKTOWN,E10,191.5
METRO PETROLEUM BLACKTOWN FLUSHCOMBE,BLACKTOWN,P98,220.5
METRO PETROLEUM BLACKTOWN FLUSHCOMBE,BLACKTOWN,U91,193.5
METRO PETROLEUM CRESTWOOD,CRESTWOOD,E10,193.5
METRO PETROLEUM CRESTWOOD,CRESTWOOD,P98,216.5
METRO PETROLEUM CRESTWOOD,CRESTWOOD,U91,195.5
METRO PETROLEUM FYSHWICK,FYSHWICK,E10,188.9
METRO PETROLEUM FYSHWICK,FYSHWICK,P98,214.9
METRO PETROLEUM FYSHWICK,FYSHWICK,U91,190.9
METRO PETROLEUM GRENFELL,GRENFELL,E10,194.9
METRO PETROLEUM GRENFELL,GRENFELL,P98,219.9
METRO PETROLEUM GRENFELL,GRENFELL,U91,195.9
METRO PETROLEUM LAMBTON,LAMBTON,E10,189.9
METRO PETROLEUM LAMBTON,LAMBTON,P98,213.9
METRO PETROLEUM LAMBTON,LAMBTON,U91,191.9
METRO PETROLEUM LAVINGTON,LAVINGTON,E10,187.9
METRO PETROLEUM LAVINGTON,LAVINGTON,P98,209.9
METRO PETROLEUM LAVINGTON,LAVINGTON,U91,189.9
METRO PETROLEUM MITCHELL,MITCHELL,E10,195.9
METRO PETROLEUM MITCHELL,MITCHELL,P98,226.9
METRO PETROLEUM MITCHELL,MITCHELL,U91,197.9
METRO PETROLEUM PERTHVILLE,PERTHVILLE,DL,232.9
METRO PETROLEUM PERTHVILLE,PERTHVILLE,U91,189.9
METRO PETROLEUM PHILLIP,PHILLIP,E10,199.9
METRO PETROLEUM PHILLIP,PHILLIP,P98,227.9
METRO PETROLEUM PHILLIP,PHILLIP,U91,201.9
METRO PETROLEUM TARRO,TARRO,E10,189.9
METRO PETROLEUM TARRO,TARRO,P95,203.9
METRO PETROLEUM TARRO,TARRO,U91,191.9
"METRO PETROLEUM, HAMILTON SOUTH",HAMILTON SOUTH,E10,189.5
"METRO PETROLEUM, HAMILTON SOUTH",HAMILTON SOUTH,P98,215.5
"METRO PETROLEUM, HAMILTON SOUTH",HAMILTON SOUTH,U91,193.5
"METRO PETROLEUM, NEWCASTLE WEST",NEWCASTLE WEST,E10,189.5
"METRO PETROLEUM, NEWCASTLE WEST",NEWCASTLE WEST,P98,217.5
"METRO PETROLEUM, NEWCASTLE WEST",NEWCASTLE WEST,U91,194.5
"METRO PETROLEUM, WYEE",WYEE,E10,189.5
"METRO PETROLEUM, WYEE",WYEE,P98,213.5
"METRO PETROLEUM, WYEE",WYEE,U91,193.5
METRO ROADHOUSE COOMA,DAIRYMANS PLAINS,DL,228.9
METRO ROADHOUSE COOMA,DAIRYMANS PLAINS,E10,185.9
METRO ROADHOUSE COOMA,DAIRYMANS PLAINS,P98,209.9
METRO ROADHOUSE COOMA,DAIRYMANS PLAINS,U91,186.9
METRO ROZELLE,ROZELLE,E10,179.7
METRO ROZELLE,ROZELLE,P98,209.7
METRO ROZELLE,ROZELLE,U91,182.7
METRO SOUTH BATHURST,SOUTH BATHURST,E10,187.9
METRO SOUTH BATHURST,SOUTH BATHURST,P95,202.9
METRO SOUTH BATHURST,SOUTH BATHURST,U91,189.9
MOBIL 1 CROOKWELL,CROOKWELL,E10,199.9
MOBIL 1 CROOKWELL,CROOKWELL,P95,222.9
MOBIL 1 CROOKWELL,CROOKWELL,P98,232.9
MOBIL 1 CROOKWELL,CROOKWELL,U91,201.9
MOBIL BOOROWA,BOOROWA,E10,199.9
MOBIL BOOROWA,BOOROWA,P98,224.9
MOBIL BOOROWA,BOOROWA,U91,203.9
MOBIL BROKEN HILL,Broken Hill,DL,237.9
MOBIL BROKEN HILL,Broken Hill,P95,218.9
MOBIL BROKEN HILL,Broken Hill,P98,226.9
MOBIL BROKEN HILL,Broken Hill,U91,199.9
MOBIL COFFS HARBOUR,COFFS HARBOUR,E10,198.5
MOBIL COFFS HARBOUR,COFFS HARBOUR,P95,213.5
MOBIL COFFS HARBOUR,COFFS HARBOUR,P98,222.5
MOBIL COFFS HARBOUR,COFFS HARBOUR,U91,200.5
MOBIL HASTINGS RIVER,PORT MACQUARIE,E10,201.5
MOBIL HASTINGS RIVER,PORT MACQUARIE,P95,216.5
MOBIL HASTINGS RIVER,PORT MACQUARIE,P98,225.5
MOBIL HASTINGS RIVER,PORT MACQUARIE,U91,203.5
MOBIL LAKE ALBERT,LAKE ALBERT,E10,181.5
MOBIL LAKE ALBERT,LAKE ALBERT,P98,205.5
MOBIL LAKE ALBERT,LAKE ALBERT,U91,183.5
MOBIL MOSS VALE,MOSS VALE,E10,197.5
MOBIL MOSS VALE,MOSS VALE,P95,212.5
MOBIL MOSS VALE,MOSS VALE,P98,221.5
MOBIL MOSS VALE,MOSS VALE,U91,199.5
MOBIL SALAMANDER BAY,SALAMANDER BAY,E10,187.9
MOBIL SALAMANDER BAY,SALAMANDER BAY,P95,202.9
MOBIL SALAMANDER BAY,SALAMANDER BAY,P98,211.9
MOBIL SALAMANDER BAY,SALAMANDER BAY,U91,189.9
MOBIL WARIALDA,WARIALDA,P98,223.9
MOBIL WARIALDA,WARIALDA,U91,201.9
MOBIL WEST WYALONG,WEST WYALONG,DL,236.5
MOBIL WEST WYALONG,WEST WYALONG,E10,196.5
MOBIL WEST WYALONG,WEST WYALONG,P98,222.5
MOBIL WEST WYALONG,WEST WYALONG,U91,198.5
MOBIL YENDA ROADHOUSE,YENDA,P95,212.9
MOBIL YENDA ROADHOUSE,YENDA,U91,199.9
Macquarie Valley Fuels,NARROMINE,DL,241.9
Macquarie Valley Fuels,NARROMINE,U91,197.9
Manildra Newsagency & Roadhouse,MANILDRA,DL,239.9
Manildra Newsagency & Roadhouse,MANILDRA,P95,199.9
Manildra Newsagency & Roadhouse,MANILDRA,U91,196.9
Mann River Caravan Park,Jackadgery,DL,239.9
Mann River Caravan Park,Jackadgery,P98,209.9
Mann River Caravan Park,Jackadgery,U91,202.9
Mannering Park Mini Mart,MANNERING PARK,DL,225.5
Mannering Park Mini Mart,MANNERING PARK,P98,212.5
Mannering Park Mini Mart,MANNERING PARK,U91,187.5
Mavin Petroleum,Kempsey,DL,238.5
Mavin Petroleum,Kempsey,P95,213.5
Mavin Petroleum,Kempsey,P98,223.5
Mavin Petroleum,Kempsey,U91,199.5
Mavin Petroleum,South Kempsey,DL,238.5
Mavin Petroleum,South Kempsey,P95,213.5
Mavin Petroleum,South Kempsey,U91,199.5
McNabb Mobil Griffith,GRIFFITH,P95,208.9
McNabb Mobil Griffith,GRIFFITH,P98,218.9
McNabb Mobil Griffith,GRIFFITH,U91,195.9
Medco Kanahooka,KANAHOOKA,DL,237.5
Medco Kanahooka,KANAHOOKA,E10,192.7
Medco Kanahooka,KANAHOOKA,P95,210.7
Medco Kanahooka,KANAHOOKA,P98,216.7
Medco Kanahooka,KANAHOOKA,U91,194.7
Medco Petroleum Carlingford,Carlingford,DL,228.5
Medco Petroleum Carlingford,Carlingford,P98,208.5
Medco Petroleum Carlingford,Carlingford,U91,186.5
Medco Waratah,WARATAH,DL,235.5
Medco Waratah,WARATAH,E10,189.5
Medco Waratah,WARATAH,P98,211.5
Medco Waratah,WARATAH,U91,191.5
Medco Windale,Windale,DL,234.5
Medco Windale,Windale,E10,195.7
Medco Windale,Windale,P95,211.7
Medco Windale,Windale,P98,216.7
Medco Windale,Windale,U91,197.7
Mendooran Fuels,MENDOORAN,DL,234.9
Mendooran Fuels,MENDOORAN,P98,221.9
Mendooran Fuels,MENDOORAN,U91,195.9
Metco Merimbula,MERIMBULA,DL,241.9
Metco Merimbula,MERIMBULA,E10,199.9
Metco Merimbula,MERIMBULA,P98,223.9
Metco Merimbula,MERIMBULA,U91,201.9
Metco Petroleum,MCGRATHS HILL,DL,227.5
Metco Petroleum,MCGRATHS HILL,E10,181.5
Metco Petroleum,MCGRATHS HILL,P98,209.5
Metco Petroleum,MCGRATHS HILL,U91,186.5
Metro Aberdeen,ABERDEEN,E10,187.9
Metro Aberdeen,ABERDEEN,P98,209.9
Metro Aberdeen,ABERDEEN,U91,189.9
Metro Ashmont- Unmanned,ASHMONT,P98,213.9
Metro Ashmont- Unmanned,ASHMONT,U91,189.9
Metro Balgownie,Balgownie,DL,239.9
Metro Balgownie,Balgownie,E10,189.9
Metro Balgownie,Balgownie,P95,208.9
Metro Balgownie,Balgownie,P98,217.9
Metro Balgownie,Balgownie,U91,194.9
Metro Bankstown,BANKSTOWN,DL,227.9
Metro Bankstown,BANKSTOWN,E10,179.9
Metro Bankstown,BANKSTOWN,P98,207.9
Metro Bankstown,BANKSTOWN,U91,181.9
Metro Barista Bar Croydon Park,CROYDON PARK,E10,182.5
Metro Barista Bar Croydon Park,CROYDON PARK,P95,201.5
Metro Barista Bar Croydon Park,CROYDON PARK,P98,210.5
Metro Barista Bar Croydon Park,CROYDON PARK,U91,182.5
Metro Bellbird Heights,BELLBIRD HEIGHTS,DL,233.9
Metro Bellbird Heights,BELLBIRD HEIGHTS,E10,187.9
Metro Bellbird Heights,BELLBIRD HEIGHTS,U91,189.9
Metro Belmore,Belmore,E10,179.5
Metro Belmore,Belmore,P95,197.9
Metro Belmore,Belmore,P98,205.9
Metro Belmore,Belmore,U91,182.9
Metro Berkeley,BERKELEY,E10,188.9
Metro Berkeley,BERKELEY,P98,214.9
Metro Berkeley,BERKELEY,U91,190.9
Metro Bexley,BEXLEY,DL,232.9
Metro Bexley,BEXLEY,E10,183.9
Metro Bexley,BEXLEY,U91,185.9
Metro Bexley North,BEXLEY NORTH,DL,232.9
Metro Bexley North,BEXLEY NORTH,E10,187.9
Metro Bexley North,BEXLEY NORTH,P98,209.9
Metro Bexley North,BEXLEY NORTH,U91,189.9
Metro Birrong,Birrong,E10,185.5
Metro Birrong,Birrong,P95,199.5
Metro Birrong,Birrong,P98,209.5
Metro Birrong,Birrong,U91,187.5
Metro Bonnyrigg,Bonnyrigg,E10,187.9
Metro Bonnyrigg,Bonnyrigg,P95,199.9
Metro Bonnyrigg,Bonnyrigg,P98,209.9
Metro Bonnyrigg,Bonnyrigg,U91,189.9
Metro Bonnyrigg Heights,Bonnyrigg,E10,184.8
Metro Bonnyrigg Heights,Bonnyrigg,P98,212.8
Metro Bonnyrigg Heights,Bonnyrigg,U91,192.8
Metro Bow Bowing,MINTO,E10,187.9
Metro Bow Bowing,MINTO,P98,209.9
Metro Bow Bowing,MINTO,U91,189.9
Metro Canley Heights,CANLEY HEIGHTS,E10,191.9
Metro Canley Heights,CANLEY HEIGHTS,P98,218.9
Metro Canley Heights,CANLEY HEIGHTS,U91,193.9
Metro Castle Cove,Castle Cove,P95,204.9
Metro Castle Cove,Castle Cove,P98,213.9
Metro Castle Cove,Castle Cove,U91,187.9
Metro Charlestown,CHARLESTOWN,E10,186.5
Metro Charlestown,CHARLESTOWN,P95,202.5
Metro Charlestown,CHARLESTOWN,P98,210.5
Metro Charlestown,CHARLESTOWN,U91,190.5
Metro Condell Park,CONDELL PARK,E10,186.9
Metro Condell Park,CONDELL PARK,P98,209.9
Metro Condell Park,CONDELL PARK,U91,187.9
Metro Condell Park West,CONDELL PARK,DL,173.9
Metro Condell Park West,CONDELL PARK,E10,186.9
Metro Condell Park West,CONDELL PARK,P98,208.9
Metro Condell Park West,CONDELL PARK,U91,187.9
Metro Crookwell,Crookwell,DL,242.9
Metro Crookwell,Crookwell,E10,197.9
Metro Crookwell,Crookwell,P98,230.9
Metro Crookwell,Crookwell,U91,199.9
Metro Doyalson,DOYALSON,E10,192.5
Metro Doyalson,DOYALSON,P98,215.5
Metro Doyalson,DOYALSON,U91,194.5
Metro Eden,EDEN,DL,243.9
Metro Eden,EDEN,P98,226.9
Metro Eden,EDEN,U91,202.9
Metro Fairfield 82,FAIRFIELD,E10,179.9
Metro Fairfield 82,FAIRFIELD,P98,201.9
Metro Fairfield 82,FAIRFIELD,U91,181.9
Metro Farrer,FARRER,E10,199.5
Metro Farrer,FARRER,P98,227.5
Metro Farrer,FARRER,U91,201.5
Metro Figtree,FIGTREE,E10,189.7
Metro Figtree,FIGTREE,P98,217.7
Metro Figtree,FIGTREE,U91,191.7
Metro Finley,FINLEY,P98,199.5
Metro Finley,FINLEY,U91,189.5
Metro Fuel,RYDE,E10,187.9
Metro Fuel,RYDE,P98,215.9
Metro Fuel,RYDE,U91,189.9
Metro Fuel Abermain,Abermain,DL,231.9
Metro Fuel Abermain,Abermain,E10,199.9
Metro Fuel Abermain,Abermain,P95,212.9
Metro Fuel Abermain,Abermain,P98,222.9
Metro Fuel Abermain,Abermain,U91,201.9
Metro Fuel Alexandria,Alexandria,E10,187.9
Metro Fuel Alexandria,Alexandria,P98,215.9
Metro Fuel Alexandria,Alexandria,U91,189.9
Metro Fuel Berkeley Vale,Berkeley Vale,E10,179.5
Metro Fuel Berkeley Vale,Berkeley Vale,P98,207.5
Metro Fuel Berkeley Vale,Berkeley Vale,U91,185.5
Metro Fuel Broken Hill,Broken Hill,DL,237.9
Metro Fuel Broken Hill,Broken Hill,P95,219.9
Metro Fuel Broken Hill,Broken Hill,U91,199.9
Metro Fuel Canterbury,Canterbury,E10,175.9
Metro Fuel Canterbury,Canterbury,P98,199.9
Metro Fuel Canterbury,Canterbury,U91,179.9
Metro Fuel Cliftleigh,Cliftleigh,DL,233.9
Metro Fuel Cliftleigh,Cliftleigh,E10,196.9
Metro Fuel Cliftleigh,Cliftleigh,P95,208.9
Metro Fuel Cliftleigh,Cliftleigh,P98,218.9
Metro Fuel Cliftleigh,Cliftleigh,U91,198.9
Metro Fuel Cremorne,CREMORNE,E10,186.9
Metro Fuel Cremorne,CREMORNE,P98,213.9
Metro Fuel Cremorne,CREMORNE,U91,189.9
Metro Fuel Croydon Park,CROYDON PARK,DL,229.9
Metro Fuel Croydon Park,CROYDON PARK,E10,180.5
Metro Fuel Croydon Park,CROYDON PARK,P98,210.5
Metro Fuel Croydon Park,CROYDON PARK,U91,182.5
Metro Fuel Doonside,Doonside,E10,182.9
Metro Fuel Doonside,Doonside,U91,184.9
Metro Fuel Fairfield,Fairfield,E10,179.9
Metro Fuel Fairfield,Fairfield,P98,201.9
Metro Fuel Fairfield,Fairfield,U91,181.9
Metro Fuel Frenchs Forest,Forestville,E10,184.9
Metro Fuel Frenchs Forest,Forestville,P98,210.9
Metro Fuel Frenchs Forest,Forestville,U91,186.9
Metro Fuel Greystanes,Greystanes,E10,187.3
Metro Fuel Greystanes,Greystanes,P98,209.3
Metro Fuel Greystanes,Greystanes,U91,189.3
Metro Fuel Homebush,Lidcombe,E10,179.9
Metro Fuel Homebush,Lidcombe,P98,205.9
Metro Fuel Homebush,Lidcombe,U91,181.9
Metro Fuel Miranda,Miranda,E10,186.9
Metro Fuel Miranda,Miranda,P98,212.9
Metro Fuel Miranda,Miranda,U91,188.9
Metro Fuel North Avalon,North Avalon,E10,193.9
Metro Fuel North Avalon,North Avalon,P95,211.4
Metro Fuel North Avalon,North Avalon,P98,220.9
Metro Fuel Ruse,Ruse,E10,190.9
Metro Fuel Ruse,Ruse,P98,216.9
Metro Fuel Ruse,Ruse,U91,192.9
Metro Fuel Ulladulla,ULLADULLA,E10,195.9
Metro Fuel Ulladulla,ULLADULLA,P98,224.9
Metro Fuel Ulladulla,ULLADULLA,U91,197.9
Metro Fuel Wiley Park,Wiley Park,P98,205.9
